Código,Espécie,Local de pouso,Local de pouso,Sexo,Data da captura,Hora de captura,Temperatura (°C),Umidade (%),Localidade,Latitude,Longitude,Ambiente,Mês,Armadilha,Coletadores,Observações Augusto
PTC 375,Pityocera cervus,7D,Perna traseira,F,2/26/2020,7:01,"23,2",99,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 376,Pityocera cervus,7D,Perna traseira,F,2/26/2020,7:04,23,99,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ ,
PTC 377,Pityocera cervus,8D,Perna traseira,F,2/26/2020,7:06,"23,2",99,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 378,Tabanus rubripes,8D,Perna traseira,F,2/26/2020,7:15,"23,2",99,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 379,Pityocera cervus,8D,Perna traseira,F,2/26/2020,7:19,"23,2",99,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 380,Pityocera cervus,7D,Perna traseira,F,2/26/2020,7:32,"23,3",99,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ ,
PTC 381,Pityocera cervus,5E,Quartela traseira,F,2/26/2020,7:44,"23,6",99,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 382,Pityocera cervus,12D,Barriga,F,2/26/2020,7:55,"23,6",99,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 383,Pityocera cervus,8E,Perna traseira,F,2/26/2020,8:20,"23,9",99,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 384,Tabanus rubripes,8D,Perna traseira,F,2/26/2020,8:47,"24,3",99,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,GUSTAVO,
PTC 385,Tabanus rubripes,7D,Perna traseira,F,2/26/2020,12:37,"28,1",94,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 386,Tabanus occidentalis var. modestus,9D,Perna traseira,F,2/26/2020,13:16,"28,2",92,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 387,Tabanus antarcticus,1D,Orelha,F,2/26/2020,13:31,"28,1",93,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 388,Stenotabanus albilinearis,6D,Perna dianteira,F,2/26/2020,13:32,"28,1",93,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 389,Tabanus antarcticus,6E,Perna dianteira,F,2/26/2020,13:33,28,93,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 390,Tabanus mucronatus,16D,Perna traseira,F,2/26/2020,13:40,28,93,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 391,Diachlorus curvipes,2D,Face,F,2/26/2020,14:19,"28,1",93,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 392,Tabanus occidentalis var. modestus,4D,Quartela dianteira,F,2/26/2020,14:24,"28,1",93,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 393,Pityocera cervus,7D,Perna traseira,F,2/26/2020,14:51,"27,8",94,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,GUSTAVO,
PTC 394,Tabanus discus,10D,Garupa,F,2/26/2020,15:01,"27,8",94,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,GUSTAVO,
PTC 395,Tabanus antarcticus,7D,Perna traseira,F,2/26/2020,15:20,"28,2",93,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,GUSTAVO,
PTC 396,Leucotabanus exaestuans,6E,Perna dianteira,F,2/26/2020,16:35,"28,1",929,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 397,Tabanus antarcticus,7E,Perna traseira,F,2/26/2020,16:36,"28,1",92,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 398,Stenotabanus albilinearis,5E,Quartela traseira,F,2/26/2020,16:38,28,93,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 399,Tabanus antarcticus,8E,Perna traseira,F,2/26/2020,16:38,28,94,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 400,Tabanus antarcticus,7E,Perna traseira,F,2/26/2020,16:41,"27,9",94,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 401,Tabanus antarcticus,6E,Perna dianteira,F,2/26/2020,16:41,"27,9",94,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 402,Tabanus antarcticus,6D,Perna dianteira,F,2/26/2020,16:42,"27,9",94,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 403,Tabanus antarcticus,7D,Perna traseira,F,2/26/2020,16:43,"27,9",94,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 404,Tabanus antarcticus,8D,Perna traseira,F,2/26/2020,16:54,28,93,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 405,Tabanus antarcticus,6E,Perna dianteira,F,2/26/2020,17:01,"27,5",94,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 406,Tabanus antarcticus,7E,Perna traseira,F,2/26/2020,17:09,"27,8",95,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 407,Tabanus antarcticus,7E,Perna traseira,F,2/26/2020,17:11,"27,7",95,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 408,Tabanus antarcticus,8E,Perna traseira,F,2/26/2020,17:12,"27,7",95,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 409,Tabanus antarcticus,8E,Perna traseira,F,2/26/2020,17:13,"27,8",96,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 410,Tabanus antarcticus,8E,Perna traseira,F,2/26/2020,17:13,"27,8",96,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 411,Tabanus antarcticus,7D,Perna traseira,F,2/26/2020,17:14,"27,5",96,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 412,Tabanus antarcticus,8E,Perna traseira,F,2/26/2020,17:15,"27,8",96,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 413,Tabanus antarcticus,7E,Perna traseira,F,2/26/2020,17:16,"27,8",96,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 414,Tabanus antarcticus,7E,Perna traseira,F,2/26/2020,17:18,"27,8",95,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 415,Tabanus antarcticus,7E,Perna traseira,F,2/26/2020,17:18,"27,8",95,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 416,Tabanus antarcticus,6E,Perna dianteira,F,2/26/2020,17:19,"27,8",95,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 417,Tabanus antarcticus,6D,Perna dianteira,F,2/26/2020,17:19,"27,8",95,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 418,Tabanus antarcticus,6E,Perna dianteira,F,2/26/2020,17:21,"27,8",95,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 419,Tabanus antarcticus,6E,Perna dianteira,F,2/26/2020,17:22,"27,7",95,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 420,Tabanus antarcticus,12D,Barriga,F,2/26/2020,17:24,"27,7",95,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 421,Tabanus antarcticus,6D,Perna dianteira,F,2/26/2020,17:25,"27,7",95,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 422,Tabanus antarcticus,7D,Perna traseira,F,2/26/2020,17:26,"27,7",95,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 423,Tabanus antarcticus,6D,Perna dianteira,F,2/26/2020,17:26,"27,7",96,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 424,Tabanus antarcticus,8D,Perna traseira,F,2/26/2020,17:27,"27,7",96,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 425,Tabanus antarcticus,8D,Perna traseira,F,2/26/2020,17:28,"27,7",96,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 426,Tabanus antarcticus,6D,Perna dianteira,F,2/26/2020,17:29,"27,7",96,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 427,Tabanus antarcticus,7D,Perna traseira,F,2/26/2020,17:31,"27,7",96,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 428,Tabanus antarcticus,6D,Perna dianteira,F,2/26/2020,17:31,"27,7",96,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 429,Tabanus antarcticus,6E,Perna dianteira,F,2/26/2020,17:32,"27,7",96,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 430,Tabanus discus,6D,Perna dianteira,F,2/26/2020,17:33,"27,7",96,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 431,Tabanus antarcticus,7D,Perna traseira,F,2/26/2020,17:34,"27,7",96,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 432,Tabanus antarcticus,6D,Perna dianteira,F,2/26/2020,17:34,"27,7",96,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 433,Tabanus antarcticus,7D,Perna traseira,F,2/26/2020,17:35,"27,7",96,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 434,Tabanus antarcticus,6E,Perna dianteira,F,2/26/2020,17:37,"27,6",96,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 435,Tabanus antarcticus,6E,Perna dianteira,F,2/26/2020,17:38,"27,3",93,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 436,Tabanus antarcticus,7D,Perna traseira,F,2/26/2020,17:39,"27,2",91,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 437,Tabanus antarcticus,6E,Perna dianteira,F,2/26/2020,17:40,"27,2",91,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 438,Tabanus antarcticus,7D,Perna traseira,F,2/26/2020,17:41,"27,2",93,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 439,Tabanus antarcticus,7D,Perna traseira,F,2/26/2020,17:42,"27,3",93,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 440,Tabanus antarcticus,6E,Perna dianteira,F,2/26/2020,17:43,"27,3",94,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,CAUÃ,
PTC 441,Tabanus antarcticus,8D,Perna traseira,F,2/26/2020,17:46,"27,3",96,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 442,Tabanus antarcticus,8D,Perna traseira,F,2/26/2020,17:46,"27,3",96,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 443,Tabanus antarcticus,7E,Perna traseira,F,2/26/2020,17:47,"27,4",96,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 444,Tabanus antarcticus,7D,Perna traseira,F,2/26/2020,17:48,"27,4",98,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 445,Tabanus antarcticus,7D,Perna traseira,F,2/26/2020,17:48,"27,4",98,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 446,Tabanus antarcticus,9E,Perna traseira,F,2/26/2020,17:50,"27,3",98,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 447,Tabanus antarcticus,8E,Perna traseira,F,2/26/2020,17:50,"27,3",98,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 448,Tabanus antarcticus,6E,Perna dianteira,F,2/26/2020,17:53,"27,3",98,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 449,Tabanus antarcticus,6E,Perna dianteira,F,2/26/2020,17:54,"27,3",98,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata beira do rio,Fevereiro,Cavalo com puçá,MARLON,
PTC 450,Tabanus antarcticus,8D,Perna traseira,F,5/22/2020,6:15,"25,3",78,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,CAUÃ,
PTC 451,Tabanus antarcticus,9E,Perna traseira,F,5/22/2020,6:30,"25,8",78,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,CAUÃ,
PTC 452,Tabanus antarcticus,7E,Perna traseira,F,5/22/2020,7:39,"24,4",82,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,CAUA,
PTC 453,Tabanus antarcticus,1D,Orelha,F,5/22/2020,11:00,"27,7",77,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 454,Tabanus antarcticus,1D,Orelha,F,5/22/2020,11:07,"27,8",77,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 455,Tabanus antarcticus,1D,Orelha,F,5/22/2020,11:11,"27,9",77,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 456,Tabanus antarcticus,1D,Orelha,F,5/22/2020,11:14,"27,8",77,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,CAUÃ,
PTC 457,Tabanus antarcticus,7D,Perna traseira,F,5/22/2020,11:40,"28,2",77,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,CAUÃ,
PTC 458,Tabanus antarcticus,6E,Perna dianteira,F,5/22/2020,11:59,"28,3",75,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,CAUÃ,
PTC 459,Tabanus antarcticus,12,Barriga,F,5/22/2020,12:22,29,74,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,CAUÃ,
PTC 460,Tabanus rubripes,7E,Perna traseira,F,5/22/2020,12:36,"29,3",71,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,CAUÃ,
PTC 461,Tabanus rubripes,7E,Perna traseira,F,5/22/2020,12:40,"29,4",71,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,CAUÃ,
PTC 462,Tabaus occidentalis var. modestus,8E,Perna traseira,F,5/22/2020,12:56,"29,4",68,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 463,Pityocera pernaquila,1E,Orelha,F,5/22/2020,12:56,"29,5",69,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,CAUÃ,
PTC 464,Pityocera pernaquila,1E,Orelha,F,5/22/2020,12:57,"29,3",69,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,CAUÃ,
PTC 465,Pityocera pernaquila,1E,Orelha,F,5/22/2020,12:58,"29,3",68,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,CAUÃ,
PTC 466,Pityocera pernaquila,13,Dorso,F,5/22/2020,13:02,"29,3",68,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,CAUÃ,
PTC 467,Tabanus antarcticus,1D,Orelha,F,5/22/2020,13:05,"29,2",68,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,CAUÃ,
PTC 468,Tabanus occidentalis var. modestus,1D,Orelha,F,5/22/2020,13:08,"29,2",68,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 469,Tabanus piceiventris,7E,Perna traseira,F,5/22/2020,13:09,"29,2",69,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 470,Tabanus occidentalis var. ?dorsovittatus,1D,Orelha,F,5/22/2020,13:09,"29,2",68,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 471,Tabanus piceiventris,1D,Orelha,F,5/22/2020,13:12,"29,1",69,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 472,Dichelacera cervicornis,1D,Orelha,F,5/22/2020,13:14,"29,2",70,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,CAUÃ ,
PTC 473,Pityocera pernaquila,12,Barriga,F,5/22/2020,15:53,"28,6",74,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 474,Pityocera pernaquila,9D,Perna traseira,F,5/22/2020,16:01,"28,2",76,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 475,Pityocera pernaquila,9D,Perna traseira,F,5/22/2020,16:04,28,75,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,CAUÃ,
PTC 476,Pityocera pernaquila,3,Narina,F,5/22/2020,16:07,"27,8",77,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 477,Pityocera pernaquila,12E,Barriga,F,5/22/2020,16:24,"27,9",77,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,CAUÃ,
PTC 478,Pityocera pernaquila,8D,Perna traseira,F,5/22/2020,16:42,"27,8",76,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,CAUÃ,
PTC 479,Dichelacera cervicornis,8E,Perna traseira,F,5/22/2020,16:43,"27,8",76,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,CAUÃ,
PTC 480,Pityocera pernaquila,6E,Perna dianteira,F,5/22/2020,16:48,"27,8",76,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,CAUA,
PTC 481,Pityocera pernaquila,6E,Perna dianteira,F,5/22/2020,16:54,"27,8",79,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,CAUÃ ,
PTC 482,Chrysops variegatus,7E,Perna traseira,F,5/22/2020,16:55,"27,8",79,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,CAUÃ ,
PTC 483,Tabanus mucronatus,6D,Perna dianteira,F,5/22/2020,16:55,"27,8",79,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,CAUÃ ,
PTC 484,Tabanus antarcticus,7D,Perna traseira,F,5/22/2020,16:56,"27,7",79,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 485,Tabanus occidentalis,7D,Perna traseira,F,5/22/2020,17:03,"27,5",81,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 486,Pityocera pernaquila,7E,Perna traseira,F,5/22/2020,17:04,"27,5",81,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 487,Tabanus rubripes,6E,Perna dianteira,F,5/22/2020,17:06,"27,5",80,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 488,Tabaus antarcticus,12,Barriga,F,5/22/2020,17:07,"27,5",80,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 489,Tabaus antarcticus,8D,Perna traseira,F,5/22/2020,17:09,"27,5",80,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 490,Tabaus antarcticus,6E,Perna dianteira,F,5/22/2020,17:10,"27,5",80,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 491,Tabaus antarcticus,6E,Perna dianteira,F,5/22/2020,17:11,"27,5",80,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 492,Tabaus antarcticus,6E,Perna dianteira,F,5/22/2020,17:12,"27,5",80,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 493,Tabaus antarcticus,7D,Perna traseira,F,5/22/2020,17:13,"27,4",80,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 494,Tabaus antarcticus,9D,Perna traseira,F,5/22/2020,17:15,"27,4",80,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 495,Tabaus antarcticus,9D,Perna traseira,F,5/22/2020,17:16,"27,5",80,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 496,Tabaus antarcticus,12,Barriga,F,5/22/2020,17:20,"27,4",80,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 497,Tabaus antarcticus,7E,Perna traseira,F,5/22/2020,17:21,"27,5",80,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 498,Tabaus antarcticus,7D,Perna traseira,F,5/22/2020,17:22,"27,5",80,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 499,Tabaus antarcticus,6E,Perna dianteira,F,5/22/2020,17:25,"27,4",80,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
PTC 500,Tabaus antarcticus,7E,Perna traseira,F,5/22/2020,17:26,"27,4",80,P5-Neucivaldo,10°06’21.4”S ,63°16’55.7”W,Mata beira do rio,Maio,Cavalo com puçá,MARLON,
