Código,Espécie,Sexo,Localidade,Latitude,Longitude,Ambiente,Armadilha,Condição da armadilha,Mês,Data de ligação,Data de reposição do álcool,Data de retirada,Temperatura média (°C),Umidade média (%),Velocidade do vento média (m/s),Chuva média (mm),Pressão média (hPa),Pto. Orvalho média (°C)
TabRO 877,Tabanus antarcticus,F,P2 - Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 878,Chrysops variegatus,F,P2 - Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 879,Tabanus antarcticus,F,P2 - Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 880,Tabanus occidentalis,F,P2 - Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 881,Tabanus antarcticus,F,P2 - Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 882,Tabanus antarcticus,F,P2 - Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 883,Tabanus rubripes,F,P2 - Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 884,Tabanus antarcticus,F,P3 - Paulo Cabeça,10°17’12.02”S ,63°14’1.42”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 885,Tabanus mucronatus,F,P3 - Paulo Cabeça,10°17’12.02”S ,63°14’1.42”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 886,Tabanus mucronatus,F,P3 - Paulo Cabeça,10°17’12.02”S ,63°14’1.42”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 887,Leucotabanus exaestuans,F,P3 - Paulo Cabeça,10°17’12.02”S ,63°14’1.42”W,Pasto,Malaise,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 888,Tabanus ?cicur,F,P3 - Paulo Cabeça,10°17’12.02”S ,63°14’1.42”W,Pasto,Malaise,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 889,Leucotabanus albovarius,F,P3 - Paulo Cabeça,10°17’12.02”S ,63°14’1.42”W,Pasto,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 890,Tabanus pungens,F,P3 - Paulo Cabeça,10°17’12.02”S ,63°14’1.42”W,Pasto,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 891,Tabanus occidentalis var. dorsovittatus,F,P3 - Paulo Cabeça,10°17’12.02”S ,63°14’1.42”W,Pasto,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 892,Dichelacera tetradelta,F,P4 - Paulo Vicentino,10°12’53.41”S ,63°19’25.59”W,Mata,Malaise,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 893,Stenotabanus albilinearis,F,P4 - Paulo Vicentino,10°12’53.41”S ,63°19’25.59”W,Mata,Malaise,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 894,Chrysops variegatus,F,P4 - Paulo Vicentino,10°12’53.41”S ,63°19’25.59”W,Mata,Malaise,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 895,Dichelacera tetradelta,F,P4 - Paulo Vicentino,10°12’53.41”S ,63°19’25.59”W,Mata,Malaise,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 896,Dichelacera tetradelta,F,P4 - Paulo Vicentino,10°12’53.41”S ,63°19’25.59”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 897,Tabanus antarcticus,F,P4 - Paulo Vicentino,10°12’53.41”S ,63°19’25.59”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 898,Dichelacera tetradelta,F,P4 - Paulo Vicentino,10°12’53.41”S ,63°19’25.59”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 899,Dichelacera tetradelta,F,P4 - Paulo Vicentino,10°12’53.41”S ,63°19’25.59”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 900,Tabanus rubripes,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Malaise,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 901,Tabanus occidentalis var. modestus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Malaise,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 902,Diachlorus fuscistigma,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Malaise,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 903,Pityocera cervur,F,P5 - Nelcivaldo,10°28’26.9”S ,63°15’18.1”W,Mata,Malaise,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 904,Diachlorus curvipes,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 905,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 906,Diachlorus fuscistigma,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 907,Tabanus antarcticus,F,P5 - Nelcivaldo,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 908,Diachlorus fuscistigma,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 909,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 910,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 911,Tabanus antarcticus,F,P5 - Nelcivaldo,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 912,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 913,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 914,Tabanus rubripes,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 915,Tabanus antarcticus,F,P5 - Nelcivaldo,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 916,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 917,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 918,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 919,Diachlorus curvipes,F,P5 - Nelcivaldo,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 920,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 921,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 922,Tabanus mucronatus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 923,Tabanus antarcticus,F,P5 - Nelcivaldo,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 924,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 925,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 926,Tabanus occidentalis,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 927,Tabanus antarcticus,F,P5 - Nelcivaldo,10°28’26.9”S ,63°15’18.1”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 928,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 929,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Nzi,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 930,Tabanus occidentalis var. dorsovittatus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Pasto,Malaise,Preservada,Janeiro,3 de janeiro de 2020,5 de janeiro de 2020,8 de janeiro de 2020,25.72,88.01,Não consta no inpe,9.016,994.01,23.44
TabRO 931,Tabanus occidentalis var. modestus,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,Malaise,Preservada,Fevereiro,3 de fevereiro de 2020,5 de feveiro de 2020,8 de fevereiro de 2020,25. 36,87.91,Não consta no inpe,313.131,996.57,23.7
TabRO 932,Tabanus occidentalis var. dorsovittatus,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,Nzi,Preservada,Fevereiro,3 de fevereiro de 2020,5 de feveiro de 2020,8 de fevereiro de 2020,25. 36,87.91,Não consta no inpe,313.131,996.57,23.7
TabRO 933,Leucotabanus albovarius,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,Nzi,Preservada,Fevereiro,3 de fevereiro de 2020,5 de feveiro de 2020,8 de fevereiro de 2020,25. 36,87.91,Não consta no inpe,313.131,996.57,23.7
TabRO 934,Leucotabanus albovarius,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,Nzi,Preservada,Fevereiro,3 de fevereiro de 2020,5 de feveiro de 2020,8 de fevereiro de 2020,25. 36,87.91,Não consta no inpe,313.131,996.57,23.7
TabRO 935,Leucotabanus albovarius,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,Nzi,Preservada,Fevereiro,3 de fevereiro de 2020,5 de feveiro de 2020,8 de fevereiro de 2020,25. 36,87.91,Não consta no inpe,313.131,996.57,23.7
TabRO 936,Tabanus rubripes,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,Nzi,Preservada,Fevereiro,3 de fevereiro de 2020,5 de feveiro de 2020,8 de fevereiro de 2020,25. 36,87.91,Não consta no inpe,313.131,996.57,23.7
TabRO 937,Leucotabanus albovarius,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,Nzi,Preservada,Fevereiro,3 de fevereiro de 2020,5 de feveiro de 2020,8 de fevereiro de 2020,25. 36,87.91,Não consta no inpe,313.131,996.57,23.7
TabRO 938,Tabanus occidentalis,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Malaise,Preservada,Fevereiro,3 de fevereiro de 2020,5 de feveiro de 2020,8 de fevereiro de 2020,25. 36,87.91,Não consta no inpe,313.131,996.57,23.7
TabRO 939,Chrysops variegatus,F,P2 - Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Malaise,Preservada,Fevereiro,3 de fevereiro de 2020,5 de feveiro de 2020,8 de fevereiro de 2020,25. 36,87.91,Não consta no inpe,313.131,996.57,23.7
TabRO 940,Chrysops variegatus,F,P2 - Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Malaise,Preservada,Fevereiro,3 de fevereiro de 2020,5 de feveiro de 2020,8 de fevereiro de 2020,25. 36,87.91,Não consta no inpe,313.131,996.57,23.7
TabRO 941,Stenotabanus albilinearis,F,P2 - Hélio,"10°21'15.7""S ","63°21'46.5""W",Mata,Malaise,Preservada,Fevereiro,3 de fevereiro de 2020,5 de feveiro de 2020,8 de fevereiro de 2020,25. 36,87.91,Não consta no inpe,313.131,996.57,23.7
TabRO 942,Tabanus mucronatus,F,P3 - Paulo Cabeça,10°17’12.02”S ,63°14’1.42”W,Pasto,Malaise,Preservada,Fevereiro,3 de fevereiro de 2020,5 de feveiro de 2020,8 de fevereiro de 2020,25. 36,87.91,Não consta no inpe,313.131,996.57,23.7
TabRO 943,Tabanus mucronatus,F,P3 - Paulo Cabeça,10°17’12.02”S ,63°14’1.42”W,Mata,Malaise,Preservada,Fevereiro,3 de fevereiro de 2020,5 de feveiro de 2020,8 de fevereiro de 2020,25. 36,87.91,Não consta no inpe,313.131,996.57,23.7
TabRO 944,Tabanus rubripes,F,P4 - Paulo Vicentino,10°12’53.41”S ,63°19’25.59”W,Pasto,     Nzi,Preservada,Fevereiro,3 de fevereiro de 2020,5 de feveiro de 2020,8 de fevereiro de 2020,25. 36,87.91,Não consta no inpe,313.131,996.57,23.7
TabRO 945,Tabanus antarcticus,F,P4 - Paulo Vicentino,10°12’53.41”S ,63°19’25.59”W,Pasto,     Nzi,Preservada,Fevereiro,3 de fevereiro de 2020,5 de feveiro de 2020,8 de fevereiro de 2020,25. 36,87.91,Não consta no inpe,313.131,996.57,23.7
TabRO 946,Tabanus antarcticus,F,P4 - Paulo Vicentino,10°12’53.41”S ,63°19’25.59”W,Pasto,     Nzi,Preservada,Fevereiro,3 de fevereiro de 2020,5 de feveiro de 2020,8 de fevereiro de 2020,25. 36,87.91,Não consta no inpe,313.131,996.57,23.7
TabRO 947,Tabanus antarcticus,F,P4 - Paulo Vicentino,10°12’53.41”S ,63°19’25.59”W,Pasto,     Nzi,Preservada,Fevereiro,3 de fevereiro de 2020,5 de feveiro de 2020,8 de fevereiro de 2020,25. 36,87.91,Não consta no inpe,313.131,996.57,23.7
TabRO 948,Tabanus antarcticus,F,P4 - Paulo Vicentino,10°12’53.41”S ,63°19’25.59”W,Pasto,     Nzi,Preservada,Fevereiro,3 de fevereiro de 2020,5 de feveiro de 2020,8 de fevereiro de 2020,25. 36,87.91,Não consta no inpe,313.131,996.57,23.7
TabRO 949,Tabanus rubripes,F,P4 - Paulo Vicentino,10°12’53.41”S ,63°19’25.59”W,Pasto,     Nzi,Preservada,Fevereiro,3 de fevereiro de 2020,5 de feveiro de 2020,8 de fevereiro de 2020,25. 36,87.91,Não consta no inpe,313.131,996.57,23.7
TabRO 950,Tabanus mucronatus,F,P4 - Paulo Vicentino,10°12’53.41”S ,63°19’25.59”W,Mata,     Nzi,Preservada,Fevereiro,3 de fevereiro de 2020,5 de feveiro de 2020,8 de fevereiro de 2020,25. 36,87.91,Não consta no inpe,313.131,996.57,23.7
TabRO 951,Tabanus occidentalis,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Pasto,     Nzi,Preservada,Fevereiro,3 de fevereiro de 2020,5 de feveiro de 2020,8 de fevereiro de 2020,25. 36,87.91,Não consta no inpe,313.131,996.57,23.7
TabRO 952,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Malaise,Preservada,Fevereiro,3 de fevereiro de 2020,5 de feveiro de 2020,8 de fevereiro de 2020,25. 36,87.91,Não consta no inpe,313.131,996.57,23.7
TabRO 953,Tabanus occidentalis var. dorsovittatus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Malaise,Preservada,Fevereiro,3 de fevereiro de 2020,5 de feveiro de 2020,8 de fevereiro de 2020,25. 36,87.91,Não consta no inpe,313.131,996.57,23.7
TabRO 954,Stenotabanus albilinearis,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Malaise,Preservada,Fevereiro,3 de fevereiro de 2020,5 de feveiro de 2020,8 de fevereiro de 2020,25. 36,87.91,Não consta no inpe,313.131,996.57,23.7
TabRO 955,Diachlorus curvipes,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Malaise,Preservada,Fevereiro,3 de fevereiro de 2020,5 de feveiro de 2020,8 de fevereiro de 2020,25. 36,87.91,Não consta no inpe,313.131,996.57,23.7
TabRO 956,Stenotabanus albilinearis,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,Malaise,Preservada,Fevereiro,3 de fevereiro de 2020,5 de feveiro de 2020,8 de fevereiro de 2020,25. 36,87.91,Não consta no inpe,313.131,996.57,23.7
TabRO 957,Tabanus rubripes,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,   Nzi,Preservada,Fevereiro,3 de fevereiro de 2020,5 de feveiro de 2020,8 de fevereiro de 2020,25. 36,87.91,Não consta no inpe,313.131,996.57,23.7
TabRO 958,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,   Nzi,Preservada,Fevereiro,3 de fevereiro de 2020,5 de feveiro de 2020,8 de fevereiro de 2020,25. 36,87.91,Não consta no inpe,313.131,996.57,23.7
TabRO 959,Tabanus antarcticus,F,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,   Nzi,Preservada,Fevereiro,3 de fevereiro de 2020,5 de feveiro de 2020,8 de fevereiro de 2020,25. 36,87.91,Não consta no inpe,313.131,996.57,23.7
TabRO 960,Tabanus antarcticus,M,P5 - Nelcivaldo,10°06’21.4”S ,63°16’55.7”W,Mata,   Nzi,Preservada,Fevereiro,3 de fevereiro de 2020,5 de feveiro de 2020,8 de fevereiro de 2020,25. 36,87.91,Não consta no inpe,313.131,996.57,23.7
TabRo 961,Tabanus occidentalis var. dorsovittatus,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,Malaise,Preservada,Março,3 de março de 2020,5 de março de 2020,8 de março de 2020,25,92.29,Não consta no inpe,28.125,996.84,23.6
TabRo 962,Tabanus rubripes,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,  Nzi,Preservada,Março,3 de março de 2020,5 de março de 2020,8 de março de 2020,25,92.29,Não consta no inpe,28.125,996.84,23.6
TabRo 963,Leucotabanus albovarius,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,  Nzi,Preservada,Março,3 de março de 2020,5 de março de 2020,8 de março de 2020,25,92.29,Não consta no inpe,28.125,996.84,23.6
TabRo 964,Tabanus occidentalis,M,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,  Nzi,Preservada,Março,3 de março de 2020,5 de março de 2020,8 de março de 2020,25,92.29,Não consta no inpe,28.125,996.84,23.6
TabRo 965,Leucotabanus albovarius,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,  Nzi,Preservada,Março,3 de março de 2020,5 de março de 2020,8 de março de 2020,25,92.29,Não consta no inpe,28.125,996.84,23.6
TabRo 966,Leucotabanus albovarius,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,  Nzi,Preservada,Março,3 de março de 2020,5 de março de 2020,8 de março de 2020,25,92.29,Não consta no inpe,28.125,996.84,23.6
TabRo 967,Leucotabanus albovarius,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,  Nzi,Preservada,Março,3 de março de 2020,5 de março de 2020,8 de março de 2020,25,92.29,Não consta no inpe,28.125,996.84,23.6
TabRo 968,Tabanus occidentalis var. modestus,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Pasto,  Nzi,Preservada,Março,3 de março de 2020,5 de março de 2020,8 de março de 2020,25,92.29,Não consta no inpe,28.125,996.84,23.6
TabRo 969,Tabanus occidentalis,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Malaise,Preservada,Março,3 de março de 2020,5 de março de 2020,8 de março de 2020,25,92.29,Não consta no inpe,28.125,996.84,23.6
TabRo 970,Tabanus occidentalis var. modestus,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Malaise,Preservada,Março,3 de março de 2020,5 de março de 2020,8 de março de 2020,25,92.29,Não consta no inpe,28.125,996.84,23.6
TabRo 971,Tabanus occidentalis var. modestus,F,P1 - Argeu,10°28’26.9”S ,63°15’18.1”W,Mata,Malaise,Preservada,Março,3 de março de 2020,5 de março de 2020,8 de março de 2020,25,92.29,Não consta no inpe,28.125,996.84,23.6
